STOCK_SYMBOL,MATCH_TIME,close,highest,lowest,Quantity,open
0050,93000000000,85.85,86.0,85.7,1463,85.75
0050,100000000000,85.75,85.9,85.6,1348,85.85
0050,103000000000,86.1,86.15,85.75,1257,85.75
0050,110000000000,86.25,86.3,86.05,1325,86.1
0050,113000000000,86.3,86.35,86.15,556,86.25
0050,120000000000,86.3,86.35,86.25,498,86.35
0050,123000000000,86.25,86.35,86.25,332,86.25
0050,130000000000,86.25,86.3,86.25,513,86.3
0050,133000000000,86.5,86.5,86.25,951,86.3
0050,133000000000,86.5,86.5,86.5,358,86.5
0051,93000000000,32.51,32.58,32.5,24,32.58
0051,100000000000,32.51,32.6,32.51,2,32.6
0051,110000000000,32.6,32.62,32.6,6,32.6
0051,113000000000,32.77,32.77,32.67,11,32.67
0051,120000000000,32.86,32.87,32.8,11,32.8
0051,123000000000,32.83,32.83,32.83,1,32.83
0051,130000000000,32.92,32.92,32.87,6,32.87
0051,133000000000,32.92,32.93,32.92,2,32.93
0052,120000000000,55.45,55.45,55.45,100,55.45
0052,133000000000,55.75,55.75,55.75,3,55.75
0053,93000000000,36.34,36.34,36.34,3,36.34
0053,100000000000,36.26,36.26,36.26,1,36.26
0053,120000000000,36.52,36.52,36.52,1,36.52
0054,103000000000,23.52,23.52,23.52,1,23.52
0054,113000000000,23.56,23.56,23.56,1,23.56
0054,123000000000,23.56,23.56,23.56,1,23.56
0055,93000000000,18.2,18.2,18.12,12,18.12
0055,100000000000,18.2,18.2,18.2,3,18.2
0055,113000000000,18.16,18.2,18.16,5,18.2
0055,123000000000,18.16,18.16,18.16,11,18.16
0056,93000000000,27.08,27.11,27.0,421,27.0
0056,100000000000,27.1,27.1,27.05,1104,27.1
0056,103000000000,27.16,27.16,27.1,510,27.1
0056,110000000000,27.4,27.4,27.16,693,27.16
0056,113000000000,27.46,27.47,27.38,684,27.4
0056,120000000000,27.36,27.47,27.34,1127,27.47
0056,123000000000,27.37,27.45,27.34,1307,27.36
0056,130000000000,27.38,27.42,27.37,171,27.37
0056,133000000000,27.45,27.45,27.38,315,27.38
0056,133000000000,27.4,27.4,27.4,77,27.4
0057,100000000000,51.95,51.95,51.9,3,51.9
0057,120000000000,52.2,52.2,52.2,20,52.2
0058,93000000000,47.62,47.63,47.62,2,47.63
0058,100000000000,47.69,47.69,47.69,1,47.69
0058,120000000000,48.0,48.0,48.0,20,48.0
0059,100000000000,44.18,44.18,44.18,1,44.18
0061,93000000000,15.54,15.56,15.42,304,15.42
0061,100000000000,15.48,15.53,15.48,62,15.52
0061,103000000000,15.51,15.55,15.48,100,15.48
0061,110000000000,15.53,15.53,15.51,21,15.51
0061,113000000000,15.51,15.52,15.5,20,15.52
0061,120000000000,15.51,15.51,15.51,6,15.51
0061,123000000000,15.52,15.53,15.51,13,15.51
0061,130000000000,15.52,15.53,15.52,17,15.53
0061,133000000000,15.52,15.55,15.51,39,15.51
0061,133000000000,15.53,15.53,15.53,13,15.53
006204,93000000000,55.65,55.65,55.65,3,55.65
006205,93000000000,27.09,27.15,27.03,486,27.03
006205,100000000000,26.93,27.05,26.92,169,27.05
006205,103000000000,27.05,27.12,26.93,196,26.93
006205,110000000000,27.04,27.05,27.0,174,27.03
006205,113000000000,27.04,27.04,26.97,93,27.04
006205,120000000000,27.0,27.04,27.0,15,27.04
006205,123000000000,27.02,27.02,26.99,1014,27.0
006205,130000000000,27.03,27.03,27.0,57,27.02
006205,133000000000,27.06,27.1,27.02,153,27.03
006205,133000000000,27.05,27.05,27.05,107,27.05
006206,93000000000,27.57,27.6,27.4,103,27.4
006206,100000000000,27.46,27.53,27.46,62,27.53
006206,103000000000,27.58,27.62,27.46,47,27.46
006206,110000000000,27.53,27.54,27.5,24,27.54
006206,113000000000,27.56,27.56,27.51,42,27.51
006206,120000000000,27.56,27.56,27.56,11,27.56
006206,123000000000,27.54,27.54,27.54,27,27.54
006206,130000000000,27.51,27.51,27.51,6,27.51
006206,133000000000,27.58,27.58,27.52,70,27.52
006206,133000000000,27.52,27.52,27.52,12,27.52
006207,93000000000,19.8,19.8,19.6,34,19.6
006207,100000000000,19.72,19.76,19.67,51,19.76
006207,103000000000,19.8,19.8,19.71,17,19.71
006207,110000000000,19.72,19.72,19.72,1,19.72
006207,113000000000,19.7,19.72,19.7,21,19.72
006207,120000000000,19.7,19.7,19.7,6,19.7
006207,130000000000,19.72,19.72,19.72,59,19.72
006207,133000000000,19.72,19.73,19.71,10,19.72
006208,110000000000,50.1,50.2,49.88,11,49.88
006208,113000000000,50.25,50.25,50.25,5,50.25
006208,120000000000,50.25,50.25,50.2,33,50.2
006208,133000000000,50.2,50.2,50.2,2,50.2
00625K,120000000000,6.06,6.06,6.06,50,6.06
00631L,93000000000,39.81,39.85,39.61,1192,39.61
00631L,100000000000,39.7,39.81,39.55,718,39.81
00631L,103000000000,39.99,40.02,39.7,702,39.7
00631L,110000000000,40.14,40.16,39.95,445,39.96
00631L,113000000000,40.19,40.21,40.09,316,40.13
00631L,120000000000,40.21,40.25,40.18,233,40.2
00631L,123000000000,40.23,40.26,40.18,180,40.19
00631L,130000000000,40.25,40.26,40.22,148,40.22
00631L,133000000000,40.48,40.48,40.26,697,40.26
00631L,133000000000,40.59,40.59,40.59,128,40.59
00632R,93000000000,12.17,12.19,12.16,17013,12.18
00632R,100000000000,12.19,12.21,12.18,6467,12.18
00632R,103000000000,12.15,12.19,12.14,5575,12.19
00632R,110000000000,12.13,12.16,12.12,3761,12.15
00632R,113000000000,12.13,12.14,12.11,4705,12.13
00632R,120000000000,12.12,12.13,12.11,4988,12.12
00632R,123000000000,12.11,12.13,12.1,2942,12.12
00632R,130000000000,12.11,12.12,12.1,1765,12.11
00632R,133000000000,12.09,12.12,12.09,6385,12.12
00632R,133000000000,12.09,12.09,12.09,3598,12.09
00633L,93000000000,33.66,33.8,33.61,11003,33.67
00633L,100000000000,33.3,33.63,33.25,5277,33.63
00633L,103000000000,33.5,33.8,33.34,4246,33.34
00633L,110000000000,33.55,33.65,33.42,1689,33.5
00633L,113000000000,33.63,33.67,33.41,1032,33.55
00633L,120000000000,33.5,33.58,33.48,323,33.58
00633L,123000000000,33.52,33.53,33.48,733,33.52
00633L,130000000000,33.54,33.58,33.5,455,33.5
00633L,133000000000,33.6,33.75,33.52,1731,33.53
00633L,133000000000,33.6,33.6,33.6,1280,33.6
00634R,93000000000,7.96,8.0,7.95,386,7.98
00634R,100000000000,8.01,8.02,7.99,89,8.0
00634R,103000000000,7.98,8.01,7.97,602,8.01
00634R,110000000000,7.98,8.01,7.96,165,7.98
00634R,113000000000,7.98,7.99,7.98,38,7.98
00634R,120000000000,7.98,7.99,7.98,78,7.98
00634R,123000000000,8.0,8.0,8.0,3,8.0
00634R,130000000000,8.0,8.0,8.0,8,8.0
00634R,133000000000,7.97,7.99,7.97,130,7.99
00634R,133000000000,7.97,7.97,7.97,1,7.97
00635U,93000000000,18.23,18.23,18.22,19,18.22
00635U,100000000000,18.22,18.23,18.22,67,18.23
00635U,103000000000,18.23,18.23,18.22,6,18.22
00635U,110000000000,18.23,18.24,18.23,31,18.23
00635U,113000000000,18.25,18.25,18.23,8,18.23
00635U,120000000000,18.24,18.26,18.24,26,18.26
00635U,123000000000,18.23,18.26,18.23,17,18.26
00635U,130000000000,18.22,18.23,18.22,31,18.23
00635U,133000000000,18.23,18.23,18.22,16,18.23
00635U,133000000000,18.23,18.23,18.23,1,18.23
00636,93000000000,17.7,17.75,17.69,1273,17.71
00636,100000000000,17.61,17.68,17.59,717,17.68
00636,103000000000,17.63,17.7,17.6,1778,17.6
00636,110000000000,17.64,17.66,17.62,325,17.63
00636,113000000000,17.67,17.67,17.62,305,17.64
00636,120000000000,17.64,17.66,17.63,89,17.66
00636,123000000000,17.65,17.66,17.64,201,17.64
00636,130000000000,17.66,17.67,17.65,97,17.65
00636,133000000000,17.7,17.72,17.66,264,17.67
00636,133000000000,17.71,17.71,17.71,145,17.71
00636K,93000000000,5.79,5.79,5.79,1,5.79
00636K,100000000000,5.72,5.72,5.72,1,5.72
00637L,93000000000,12.75,12.8,12.73,53505,12.75
00637L,100000000000,12.61,12.74,12.59,28134,12.74
00637L,103000000000,12.68,12.8,12.61,30649,12.61
00637L,110000000000,12.7,12.74,12.65,8243,12.68
00637L,113000000000,12.72,12.76,12.66,8971,12.7
00637L,120000000000,12.68,12.72,12.68,2896,12.71
00637L,123000000000,12.7,12.71,12.68,965,12.68
00637L,130000000000,12.7,12.72,12.69,2925,12.69
00637L,133000000000,12.75,12.79,12.7,10354,12.71
00637L,133000000000,12.76,12.76,12.76,5311,12.76
00638R,93000000000,16.11,16.16,16.09,57,16.16
00638R,100000000000,16.22,16.22,16.22,1,16.22
00638R,103000000000,16.12,16.2,16.12,63,16.2
00638R,110000000000,16.14,16.17,16.13,42,16.17
00638R,113000000000,16.14,16.15,16.14,7,16.14
00638R,120000000000,16.15,16.15,16.15,56,16.15
00638R,130000000000,16.15,16.15,16.15,4,16.15
00638R,133000000000,16.13,16.15,16.12,45,16.15
00638R,133000000000,16.16,16.16,16.16,1,16.16
00639,93000000000,8.66,8.66,8.64,162,8.65
00639,100000000000,8.61,8.65,8.61,172,8.65
00639,103000000000,8.65,8.65,8.62,353,8.62
00639,110000000000,8.64,8.65,8.63,70,8.64
00639,113000000000,8.63,8.64,8.61,136,8.64
00639,120000000000,8.63,8.64,8.63,41,8.63
00639,123000000000,8.61,8.63,8.61,1047,8.63
00639,130000000000,8.62,8.62,8.6,27,8.61
00639,133000000000,8.63,8.64,8.61,74,8.61
