STOCK_SYMBOL,MATCH_TIME,close,highest,lowest,Quantity,open
0050,93000000000,85.25,85.35,85.05,656,85.35
0050,100000000000,85.45,85.55,85.25,462,85.25
0050,103000000000,85.5,85.5,85.35,123,85.45
0050,110000000000,85.55,85.7,85.55,580,85.55
0050,113000000000,85.45,85.65,85.45,211,85.55
0050,120000000000,85.4,85.5,85.4,89,85.5
0050,123000000000,85.45,85.55,85.45,268,85.45
0050,130000000000,85.5,85.55,85.45,104,85.45
0050,133000000000,85.5,85.5,85.45,59,85.5
0050,133000000000,85.55,85.55,85.55,165,85.55
0051,93000000000,34.01,34.01,34.01,3,34.01
0051,100000000000,34.05,34.05,34.05,4,34.05
0051,133000000000,34.07,34.07,34.07,6,34.07
0052,93000000000,54.4,54.45,54.4,3,54.45
0052,103000000000,54.6,54.6,54.6,1,54.6
0052,110000000000,54.6,54.6,54.55,41,54.55
0052,120000000000,54.5,54.5,54.5,56,54.5
0052,130000000000,54.5,54.5,54.5,1,54.5
0052,133000000000,54.45,54.45,54.45,1,54.45
0053,93000000000,37.33,37.47,37.33,40,37.47
0053,100000000000,37.43,37.43,37.43,1,37.43
0053,133000000000,37.29,37.29,37.29,1,37.29
0054,93000000000,25.02,25.17,25.02,3,25.17
0054,100000000000,25.06,25.09,25.06,50,25.06
0054,103000000000,25.02,25.02,24.97,33,25.01
0054,110000000000,25.12,25.12,25.12,1,25.12
0054,113000000000,24.94,25.06,24.94,22,25.06
0054,133000000000,24.89,24.89,24.89,1,24.89
0055,93000000000,17.72,17.75,17.65,24,17.65
0055,100000000000,17.76,17.76,17.73,3,17.73
0055,103000000000,17.75,17.76,17.75,33,17.76
0055,113000000000,17.75,17.76,17.75,5,17.76
0055,120000000000,17.75,17.75,17.75,2,17.75
0055,123000000000,17.76,17.76,17.75,13,17.75
0055,130000000000,17.78,17.78,17.76,7,17.76
0055,133000000000,17.76,17.76,17.76,1,17.76
0055,133000000000,17.79,17.79,17.79,5,17.79
0056,93000000000,27.02,27.03,26.94,1119,27.0
0056,100000000000,27.04,27.05,27.01,594,27.01
0056,103000000000,27.05,27.05,27.03,905,27.04
0056,110000000000,27.05,27.08,27.04,478,27.04
0056,113000000000,27.05,27.07,27.03,241,27.05
0056,120000000000,27.05,27.05,27.02,191,27.03
0056,123000000000,27.07,27.08,27.05,243,27.05
0056,130000000000,27.11,27.13,27.06,1300,27.06
0056,133000000000,27.12,27.12,27.1,187,27.11
0056,133000000000,27.19,27.19,27.19,303,27.19
0057,93000000000,52.1,52.1,52.1,1,52.1
0057,103000000000,52.35,52.35,52.35,1,52.35
0057,120000000000,52.25,52.25,52.25,20,52.25
0057,133000000000,52.25,52.25,52.25,3,52.25
0058,100000000000,49.44,49.45,49.44,3,49.45
0058,103000000000,49.39,49.39,49.39,1,49.39
0058,110000000000,49.56,49.56,49.47,2,49.47
0058,113000000000,49.5,49.5,49.5,1,49.5
0058,120000000000,49.41,49.41,49.41,18,49.41
0059,100000000000,43.36,43.36,43.34,3,43.34
0059,113000000000,43.38,43.38,43.38,1,43.38
0059,120000000000,43.38,43.38,43.38,1,43.38
0059,133000000000,43.45,43.45,43.45,1,43.45
0061,93000000000,16.9,16.9,16.85,22,16.9
0061,100000000000,16.87,16.89,16.86,42,16.88
0061,103000000000,16.81,16.86,16.8,353,16.86
0061,110000000000,16.86,16.88,16.81,416,16.82
0061,113000000000,16.85,16.87,16.85,10,16.86
0061,120000000000,16.85,16.85,16.84,21,16.84
0061,123000000000,16.86,16.86,16.85,6,16.85
0061,130000000000,16.86,16.86,16.86,10,16.86
0061,133000000000,16.83,16.86,16.83,70,16.86
0061,133000000000,16.84,16.84,16.84,35,16.84
006203,103000000000,39.3,39.3,39.3,2,39.3
006203,113000000000,39.3,39.3,39.3,1,39.3
006203,123000000000,39.3,39.3,39.3,1,39.3
006204,110000000000,56.65,56.65,56.65,1,56.65
006205,93000000000,28.73,28.74,28.68,58,28.7
006205,100000000000,28.62,28.71,28.6,518,28.71
006205,103000000000,28.61,28.65,28.55,394,28.6
006205,110000000000,28.7,28.74,28.63,227,28.63
006205,113000000000,28.68,28.71,28.65,337,28.7
006205,120000000000,28.67,28.69,28.65,1230,28.68
006205,123000000000,28.7,28.7,28.67,166,28.7
006205,130000000000,28.69,28.7,28.68,16,28.7
006205,133000000000,28.68,28.69,28.66,660,28.69
006205,133000000000,28.67,28.67,28.67,20,28.67
006206,93000000000,28.92,28.95,28.9,16,28.91
006206,100000000000,28.83,28.93,28.8,374,28.93
006206,103000000000,28.79,28.8,28.78,95,28.8
006206,110000000000,28.89,28.93,28.8,503,28.8
006206,113000000000,28.8,28.89,28.8,224,28.89
006206,120000000000,28.82,28.82,28.82,2,28.82
006206,123000000000,28.89,28.89,28.89,1,28.89
006206,130000000000,28.89,28.9,28.89,8,28.9
006206,133000000000,28.8,28.87,28.8,181,28.87
006206,133000000000,28.82,28.82,28.82,12,28.82
006207,93000000000,21.3,21.35,21.28,72,21.31
006207,100000000000,21.27,21.3,21.25,117,21.29
006207,103000000000,21.24,21.28,21.24,77,21.26
006207,110000000000,21.34,21.36,21.26,72,21.26
006207,113000000000,21.32,21.32,21.32,2,21.32
006207,120000000000,21.31,21.31,21.3,6,21.3
006207,123000000000,21.32,21.32,21.31,15,21.31
006207,130000000000,21.32,21.32,21.32,5,21.32
006207,133000000000,21.31,21.33,21.31,91,21.33
006208,93000000000,48.99,48.99,48.99,1,48.99
006208,100000000000,49.0,49.0,49.0,4,49.0
006208,120000000000,49.15,49.15,49.15,36,49.15
00625K,113000000000,6.42,6.42,6.42,50,6.42
00631L,93000000000,39.86,39.9,39.65,271,39.83
00631L,100000000000,39.95,40.09,39.89,246,39.89
00631L,103000000000,40.12,40.12,39.91,145,39.95
00631L,110000000000,40.18,40.24,40.1,86,40.13
00631L,113000000000,40.03,40.2,40.03,108,40.2
00631L,120000000000,40.0,40.02,39.97,88,40.02
00631L,123000000000,40.03,40.07,40.03,12,40.05
00631L,130000000000,40.19,40.19,40.05,140,40.05
00631L,133000000000,40.14,40.19,40.08,127,40.18
00631L,133000000000,40.18,40.18,40.18,33,40.18
00632R,93000000000,12.12,12.15,12.11,4863,12.13
00632R,100000000000,12.09,12.12,12.07,5706,12.12
00632R,103000000000,12.07,12.1,12.07,2462,12.09
00632R,110000000000,12.06,12.08,12.05,4743,12.07
00632R,113000000000,12.09,12.1,12.06,1102,12.06
00632R,120000000000,12.08,12.1,12.07,2615,12.09
00632R,123000000000,12.07,12.09,12.07,796,12.08
00632R,130000000000,12.06,12.08,12.06,2167,12.08
00632R,133000000000,12.07,12.09,12.06,2161,12.06
00632R,133000000000,12.06,12.06,12.06,1187,12.06
00633L,93000000000,38.19,38.25,38.11,5231,38.2
00633L,100000000000,37.9,38.18,37.88,3304,38.18
00633L,103000000000,37.9,37.99,37.75,2604,37.89
00633L,110000000000,38.15,38.29,37.9,3124,37.9
00633L,113000000000,38.04,38.2,37.97,1303,38.16
00633L,120000000000,38.02,38.04,38.0,154,38.03
00633L,123000000000,38.1,38.12,38.01,425,38.01
00633L,130000000000,38.12,38.12,38.08,1042,38.09
00633L,133000000000,37.95,38.12,37.92,2281,38.12
00633L,133000000000,37.93,37.93,37.93,1013,37.93
00634R,93000000000,7.57,7.59,7.56,17,7.59
00634R,100000000000,7.61,7.61,7.57,36,7.57
00634R,103000000000,7.6,7.61,7.6,8,7.6
00634R,110000000000,7.59,7.59,7.59,19,7.59
00634R,113000000000,7.58,7.6,7.58,180,7.58
00634R,120000000000,7.58,7.58,7.58,512,7.58
00634R,123000000000,7.58,7.58,7.58,3,7.58
