STOCK_SYMBOL,MATCH_TIME,close,highest,lowest,Quantity,open
0050,93000000000,83.2,83.4,82.8,8320,82.95
0050,100000000000,82.8,83.2,82.8,8461,83.2
0050,103000000000,82.75,82.9,82.65,9192,82.8
0050,110000000000,82.75,82.8,82.5,7471,82.75
0050,113000000000,82.95,83.25,82.7,2100,82.75
0050,120000000000,82.8,83.0,82.75,1705,83.0
0050,123000000000,82.85,82.95,82.75,1905,82.8
0050,130000000000,82.8,82.95,82.7,3734,82.85
0050,133000000000,83.0,83.0,82.8,2266,82.8
0050,133000000000,83.0,83.0,83.0,1323,83.0
0051,93000000000,31.28,31.28,31.19,8,31.19
0051,100000000000,31.25,31.28,31.25,4,31.28
0051,103000000000,31.19,31.2,31.19,8,31.2
0051,110000000000,31.19,31.19,31.19,2,31.19
0051,123000000000,31.15,31.19,31.15,6,31.19
0051,130000000000,31.08,31.11,31.08,9,31.11
0051,133000000000,31.09,31.09,31.09,2,31.09
0052,93000000000,52.85,52.85,52.75,2,52.75
0052,100000000000,52.55,52.75,52.55,9,52.75
0052,103000000000,52.25,52.25,52.25,3,52.25
0052,110000000000,52.2,52.2,52.15,89,52.2
0052,123000000000,52.2,52.2,52.2,1,52.2
0052,130000000000,52.2,52.2,52.2,5,52.2
0053,93000000000,34.56,34.56,34.42,11,34.42
0053,100000000000,34.22,34.39,34.22,9,34.39
0053,103000000000,34.05,34.18,34.05,5,34.18
0053,130000000000,34.05,34.09,34.05,3,34.09
0054,100000000000,22.5,22.5,22.5,1,22.5
0055,93000000000,18.46,18.46,18.37,8,18.37
0055,100000000000,18.44,18.44,18.44,5,18.44
0055,103000000000,18.42,18.42,18.42,10,18.42
0055,113000000000,18.41,18.41,18.41,1,18.41
0055,133000000000,18.42,18.42,18.42,5,18.42
0056,93000000000,26.53,26.91,26.49,6671,26.91
0056,100000000000,26.43,26.53,26.43,4614,26.52
0056,103000000000,26.45,26.45,26.4,2162,26.42
0056,110000000000,26.41,26.45,26.37,2882,26.45
0056,113000000000,26.43,26.47,26.4,903,26.4
0056,120000000000,26.4,26.43,26.39,1652,26.43
0056,123000000000,26.39,26.4,26.38,1409,26.4
0056,130000000000,26.4,26.4,26.35,3009,26.39
0056,133000000000,26.38,26.4,26.36,1898,26.4
0056,133000000000,26.7,26.7,26.7,191,26.7
0057,110000000000,49.87,49.87,49.87,20,49.87
0058,110000000000,45.98,45.98,45.98,20,45.98
0059,93000000000,43.2,43.2,43.2,2,43.2
0059,100000000000,44.67,44.67,44.67,2,44.67
0059,113000000000,44.57,44.57,44.57,1,44.57
0059,123000000000,44.21,44.21,44.21,1,44.21
