over_bought,trade_times,avg_return,Success_rate,Profit_Factor,earning_loss_rate,total_return,MDD,sharpe_ratio
0.0,16.0,-0.0014820083649523808,0.0,1.5172774406940146,6.574868909674065,0.0011677037500000338,7349.423749999964,-0.444855074515625
